t2sw,lab
/content/drive/My Drive/Colab Notebooks/carp/CARP0028_1001_T2ME_corSENSE.e01_tmpt1.nii.gz,/content/drive/My Drive/Colab Notebooks/carp_manual_seg/CARP0028_1001_T2ME_corSENSE_seg.nii.gz
/content/drive/My Drive/Colab Notebooks/carp/CARP0028_1001_T2ME_corSENSE.e02_tmpt1.nii.gz,/content/drive/My Drive/Colab Notebooks/carp_manual_seg/CARP0028_1001_T2ME_corSENSE_seg.nii.gz
/content/drive/My Drive/Colab Notebooks/carp/CARP0028_1001_T2ME_corSENSE.e03_tmpt1.nii.gz,/content/drive/My Drive/Colab Notebooks/carp_manual_seg/CARP0028_1001_T2ME_corSENSE_seg.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt10_img-1590.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt10_seg_pr-1590.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt11_img-1593.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt11_seg_pr-1593.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt12_img-1596.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt12_seg_pr-1596.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt13_img-1599.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt13_seg_pr-1599.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt14_img-1602.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt14_seg_pr-1602.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt15_img-1605.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt15_seg_pr-1605.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt16_img-1608.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt16_seg_pr-1608.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt17_img-1611.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt17_seg_pr-1611.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt18_img-1614.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt18_seg_pr-1614.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt19_img-1617.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt19_seg_pr-1617.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt2_img-1566.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt2_seg_pr-1566.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt20_img-1620.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt20_seg_pr-1620.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt21_img-1623.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt21_seg_pr-1623.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt22_img-1626.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt22_seg_pr-1626.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt23_img-1629.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt23_seg_pr-1629.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt24_img-1632.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt24_seg_pr-1632.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt25_img-1635.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt25_seg_pr-1635.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt26_img-1638.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt26_seg_pr-1638.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt27_img-1641.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt27_seg_pr-1641.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt28_img-1644.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt28_seg_pr-1644.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt29_img-1647.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt29_seg_pr-1647.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt3_img-1569.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt3_seg_pr-1569.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt30_img-1650.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt30_seg_pr-1650.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt4_img-1572.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt4_seg_pr-1572.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt5_img-1575.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt5_seg_pr-1575.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt6_img-1578.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt6_seg_pr-1578.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt7_img-1581.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt7_seg_pr-1581.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt8_img-1584.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt8_seg_pr-1584.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt9_img-1587.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt9_seg_pr-1587.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt10_img-1591.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt10_seg_pr-1590.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt11_img-1594.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt11_seg_pr-1593.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt12_img-1597.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt12_seg_pr-1596.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt13_img-1600.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt13_seg_pr-1599.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt14_img-1603.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt14_seg_pr-1602.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt15_img-1606.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt15_seg_pr-1605.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt16_img-1609.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt16_seg_pr-1608.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt17_img-1612.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt17_seg_pr-1611.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt18_img-1615.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt18_seg_pr-1614.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt19_img-1618.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt19_seg_pr-1617.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt2_img-1567.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt2_seg_pr-1566.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt20_img-1621.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt20_seg_pr-1620.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt21_img-1624.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt21_seg_pr-1623.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt22_img-1627.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt22_seg_pr-1626.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt23_img-1630.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt23_seg_pr-1629.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt24_img-1633.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt24_seg_pr-1632.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt25_img-1636.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt25_seg_pr-1635.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt26_img-1639.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt26_seg_pr-1638.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt27_img-1642.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt27_seg_pr-1641.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt28_img-1645.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt28_seg_pr-1644.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt29_img-1648.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt29_seg_pr-1647.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt3_img-1570.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt3_seg_pr-1569.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt30_img-1651.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt30_seg_pr-1650.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt4_img-1573.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt4_seg_pr-1572.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt5_img-1576.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt5_seg_pr-1575.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt6_img-1579.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt6_seg_pr-1578.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt7_img-1582.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt7_seg_pr-1581.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt8_img-1585.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt8_seg_pr-1584.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e02_tmpt9_img-1588.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt9_seg_pr-1587.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt10_img-1592.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt10_seg_pr-1590.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt11_img-1595.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt11_seg_pr-1593.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt12_img-1598.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt12_seg_pr-1596.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt13_img-1601.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt13_seg_pr-1599.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt14_img-1604.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt14_seg_pr-1602.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt15_img-1607.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt15_seg_pr-1605.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt16_img-1610.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt16_seg_pr-1608.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt17_img-1613.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt17_seg_pr-1611.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt18_img-1616.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt18_seg_pr-1614.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt19_img-1619.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt19_seg_pr-1617.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt2_img-1568.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt2_seg_pr-1566.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt20_img-1622.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt20_seg_pr-1620.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt21_img-1625.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt21_seg_pr-1623.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt22_img-1628.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt22_seg_pr-1626.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt23_img-1631.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt23_seg_pr-1629.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt24_img-1634.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt24_seg_pr-1632.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt25_img-1637.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt25_seg_pr-1635.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt26_img-1640.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt26_seg_pr-1638.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt27_img-1643.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt27_seg_pr-1641.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt28_img-1646.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt28_seg_pr-1644.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt29_img-1649.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt29_seg_pr-1647.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt3_img-1571.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt3_seg_pr-1569.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt30_img-1652.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt30_seg_pr-1650.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt4_img-1574.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt4_seg_pr-1572.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt5_img-1577.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt5_seg_pr-1575.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt6_img-1580.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt6_seg_pr-1578.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt7_img-1583.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt7_seg_pr-1581.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt8_img-1586.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt8_seg_pr-1584.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e03_tmpt9_img-1589.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0028_1001_T2ME_corSENSE.e01_tmpt9_seg_pr-1587.nii.gz
/content/drive/My Drive/Colab Notebooks/carp/CARP0018_1001_T2ME_corSENSE.e01_tmpt1.nii.gz,/content/drive/My Drive/Colab Notebooks/carp_manual_seg/CARP0018_1001_T2ME_corSENSE_seg.nii.gz
/content/drive/My Drive/Colab Notebooks/carp/CARP0018_1001_T2ME_corSENSE.e02_tmpt1.nii.gz,/content/drive/My Drive/Colab Notebooks/carp_manual_seg/CARP0018_1001_T2ME_corSENSE_seg.nii.gz
/content/drive/My Drive/Colab Notebooks/carp/CARP0018_1001_T2ME_corSENSE.e03_tmpt1.nii.gz,/content/drive/My Drive/Colab Notebooks/carp_manual_seg/CARP0018_1001_T2ME_corSENSE_seg.nii.gz
